time,TC,TT,TF,Power,TM,Status
22-07-13 23:50:59.00,40.555,40.555,40.500,1.502,NA,Ramp
22-07-13 23:51:00.00,40.553,40.554,40.500,1.558,NA,Ramp
22-07-13 23:51:01.00,40.552,40.553,40.500,1.580,NA,Ramp
22-07-13 23:51:02.00,40.552,40.552,40.500,1.508,NA,Ramp
22-07-13 23:51:03.00,40.552,40.551,40.500,1.519,NA,Ramp
22-07-13 23:51:04.00,40.550,40.551,40.500,1.479,NA,Ramp
22-07-13 23:51:05.00,40.547,40.550,40.500,1.783,NA,Ramp
22-07-13 23:51:06.00,40.550,40.549,40.500,1.538,NA,Ramp
22-07-13 23:51:07.00,40.548,40.548,40.500,1.570,NA,Ramp
22-07-13 23:51:08.00,40.548,40.547,40.500,1.545,NA,Ramp
22-07-13 23:51:09.00,40.547,40.546,40.500,1.565,NA,Ramp
22-07-13 23:51:10.00,40.547,40.546,40.500,1.532,NA,Ramp
22-07-13 23:51:11.00,40.545,40.545,40.500,1.613,NA,Ramp
22-07-13 23:51:12.00,40.546,40.544,40.500,1.552,NA,Ramp
22-07-13 23:51:13.00,40.544,40.543,40.500,1.612,NA,Ramp
22-07-13 23:51:14.00,40.544,40.542,40.500,1.555,NA,Ramp
22-07-13 23:51:15.00,40.542,40.541,40.500,1.537,NA,Ramp
22-07-13 23:51:16.00,40.541,40.541,40.500,1.544,NA,Ramp
22-07-13 23:51:17.00,40.540,40.540,40.500,1.543,NA,Ramp
22-07-13 23:51:18.00,40.539,40.539,40.500,1.518,NA,Ramp
22-07-13 23:51:19.00,40.539,40.538,40.500,1.534,NA,Ramp
22-07-13 23:51:20.00,40.538,40.537,40.500,1.522,NA,Ramp
22-07-13 23:51:21.00,40.538,40.536,40.500,1.490,NA,Ramp
22-07-13 23:51:22.00,40.536,40.536,40.500,1.487,NA,Ramp
22-07-13 23:51:23.00,40.534,40.535,40.500,1.610,NA,Ramp
22-07-13 23:51:24.00,40.534,40.534,40.500,1.517,NA,Ramp
22-07-13 23:51:25.00,40.534,40.533,40.500,1.484,NA,Ramp
22-07-13 23:51:26.00,40.531,40.532,40.500,1.552,NA,Ramp
22-07-13 23:51:27.00,40.532,40.531,40.500,1.540,NA,Ramp
22-07-13 23:51:28.00,40.531,40.531,40.500,1.463,NA,Ramp
22-07-13 23:51:29.00,40.530,40.530,40.500,1.563,NA,Ramp
22-07-13 23:51:30.00,40.528,40.529,40.500,1.525,NA,Ramp
22-07-13 23:51:31.00,40.528,40.528,40.500,1.448,NA,Ramp
22-07-13 23:51:32.00,40.528,40.527,40.500,1.588,NA,Ramp
22-07-13 23:51:33.00,40.528,40.526,40.500,1.455,NA,Ramp
22-07-13 23:51:34.00,40.526,40.526,40.500,1.539,NA,Ramp
22-07-13 23:51:35.00,40.526,40.525,40.500,1.527,NA,Ramp
22-07-13 23:51:36.00,40.525,40.524,40.500,1.532,NA,Ramp
22-07-13 23:51:37.00,40.525,40.523,40.500,1.451,NA,Ramp
22-07-13 23:51:38.00,40.521,40.522,40.500,1.600,NA,Ramp
22-07-13 23:51:39.00,40.522,40.521,40.500,1.462,NA,Ramp
22-07-13 23:51:40.00,40.522,40.521,40.500,1.502,NA,Ramp
22-07-13 23:51:41.00,40.519,40.520,40.500,1.476,NA,Ramp
22-07-13 23:51:42.00,40.520,40.519,40.500,1.391,NA,Ramp
22-07-13 23:51:43.00,40.519,40.518,40.500,1.512,NA,Ramp
22-07-13 23:51:44.00,40.517,40.517,40.500,1.531,NA,Ramp
22-07-13 23:51:45.00,40.517,40.517,40.500,1.535,NA,Ramp
22-07-13 23:51:46.00,40.516,40.516,40.500,1.597,NA,Ramp
22-07-13 23:51:47.00,40.517,40.515,40.500,1.399,NA,Ramp
22-07-13 23:51:48.00,40.517,40.514,40.500,1.414,NA,Ramp
22-07-13 23:51:49.00,40.514,40.513,40.500,1.603,NA,Ramp
22-07-13 23:51:50.00,40.514,40.512,40.500,1.550,NA,Ramp
22-07-13 23:51:51.00,40.511,40.512,40.500,1.629,NA,Ramp
22-07-13 23:51:52.00,40.511,40.511,40.500,1.533,NA,Ramp
22-07-13 23:51:53.00,40.511,40.510,40.500,1.513,NA,Ramp
22-07-13 23:51:54.00,40.510,40.509,40.500,1.478,NA,Ramp
22-07-13 23:51:55.00,40.510,40.508,40.500,1.473,NA,Ramp
22-07-13 23:51:56.00,40.508,40.507,40.500,1.372,NA,Ramp
22-07-13 23:51:57.00,40.508,40.507,40.500,1.465,NA,Ramp
22-07-13 23:51:58.00,40.506,40.506,40.500,1.531,NA,Ramp
22-07-13 23:51:59.00,40.504,40.505,40.500,1.691,NA,Ramp
22-07-13 23:52:00.00,40.504,40.504,40.500,1.441,NA,Ramp
22-07-13 23:52:01.00,40.503,40.503,40.500,1.517,NA,Ramp
22-07-13 23:52:02.00,40.502,40.502,40.500,1.561,NA,Ramp
22-07-13 23:52:03.00,40.501,40.502,40.500,1.672,NA,Ramp
22-07-13 23:52:04.00,40.501,40.501,40.500,1.534,NA,Ramp
22-07-13 23:52:05.00,40.500,40.500,40.500,1.491,NA,Ramp
22-07-13 23:52:06.00,40.499,40.500,40.500,1.648,NA,Ramp
22-07-13 23:52:07.00,40.499,40.500,40.500,1.524,NA,Ramp
22-07-13 23:52:08.00,40.498,40.500,40.500,1.535,NA,Ramp
22-07-13 23:52:09.00,40.496,40.500,40.500,1.552,NA,Ramp
22-07-13 23:52:10.00,40.496,40.500,40.500,1.630,NA,Ramp
22-07-13 23:52:11.00,40.497,40.500,40.500,1.595,NA,Ramp
22-07-13 23:52:12.00,40.499,40.500,40.500,1.545,NA,Ramp
22-07-13 23:52:13.00,40.497,40.500,40.500,1.621,NA,Ramp
22-07-13 23:52:14.00,40.498,40.500,40.500,1.594,NA,Ramp
22-07-13 23:52:15.00,40.498,40.500,40.500,1.595,NA,Ramp
22-07-13 23:52:16.00,40.498,40.500,40.500,1.539,NA,Ramp
22-07-13 23:52:17.00,40.496,40.500,40.500,1.516,NA,Ramp
22-07-13 23:52:18.00,40.499,40.500,40.500,1.606,NA,Ramp
22-07-13 23:52:19.00,40.498,40.500,40.500,1.545,NA,Ramp
22-07-13 23:52:20.00,40.499,40.500,40.500,1.608,NA,Ramp
22-07-13 23:52:21.00,40.499,40.500,40.500,1.504,NA,Ramp
22-07-13 23:52:22.00,40.498,40.500,40.500,1.566,NA,Ramp
22-07-13 23:52:23.00,40.500,40.500,40.500,1.552,NA,Ramp
22-07-13 23:52:24.00,40.498,40.500,40.500,1.519,NA,Ramp
22-07-13 23:52:25.00,40.499,40.500,40.500,1.509,NA,Ramp
22-07-13 23:52:26.00,40.500,40.500,40.500,1.597,NA,Ramp
22-07-13 23:52:27.00,40.499,40.500,40.500,1.473,NA,Ramp
22-07-13 23:52:28.00,40.501,40.500,40.500,1.630,NA,Ramp
22-07-13 23:52:29.00,40.499,40.500,40.500,1.582,NA,Ramp
22-07-13 23:52:30.00,40.499,40.500,40.500,1.614,NA,Ramp
22-07-13 23:52:31.00,40.499,40.500,40.500,1.610,NA,Ramp
22-07-13 23:52:32.00,40.500,40.500,40.500,1.550,NA,Ramp
22-07-13 23:52:33.00,40.500,40.500,40.500,1.598,NA,Ramp
22-07-13 23:52:34.00,40.497,40.500,40.500,1.762,NA,Ramp
22-07-13 23:52:35.00,40.499,40.500,40.500,1.587,NA,Ramp
22-07-13 23:52:36.00,40.499,40.500,40.500,1.563,NA,Ramp
22-07-13 23:52:37.00,40.497,40.500,40.500,1.582,NA,Ramp
22-07-13 23:52:38.00,40.497,40.500,40.500,1.715,NA,Ramp
22-07-13 23:52:39.00,40.498,40.500,40.500,1.704,NA,Ramp
22-07-13 23:52:40.00,40.499,40.500,40.500,1.533,NA,Ramp
22-07-13 23:52:41.00,40.500,40.500,40.500,1.558,NA,Ramp
22-07-13 23:52:42.00,40.502,40.500,40.500,1.535,NA,Ramp
22-07-13 23:52:43.00,40.499,40.500,40.500,1.662,NA,Ramp
22-07-13 23:52:44.00,40.499,40.500,40.500,1.541,NA,Ramp
22-07-13 23:52:45.00,40.498,40.500,40.500,1.656,NA,Ramp
22-07-13 23:52:46.00,40.501,40.500,40.500,1.452,NA,Ramp
22-07-13 23:52:47.00,40.501,40.500,40.500,1.501,NA,Ramp
22-07-13 23:52:48.00,40.500,40.500,40.500,1.533,NA,Ramp
22-07-13 23:52:49.00,40.500,40.500,40.500,1.630,NA,Ramp
22-07-13 23:52:50.00,40.500,40.500,40.500,1.554,NA,Ramp
22-07-13 23:52:51.00,40.499,40.500,40.500,1.562,NA,Ramp
22-07-13 23:52:52.00,40.499,40.500,40.500,1.667,NA,Ramp
22-07-13 23:52:53.00,40.498,40.500,40.500,1.633,NA,Ramp
22-07-13 23:52:54.00,40.499,40.500,40.500,1.530,NA,Ramp
22-07-13 23:52:55.00,40.499,40.500,40.500,1.612,NA,Ramp
22-07-13 23:52:56.00,40.499,40.500,40.500,1.612,NA,Ramp
22-07-13 23:52:57.00,40.499,40.500,40.500,1.564,NA,Ramp
22-07-13 23:52:58.00,40.499,40.500,40.500,1.560,NA,Ramp
22-07-13 23:52:59.00,40.500,40.500,40.500,1.584,NA,Ramp
22-07-13 23:53:00.00,40.501,40.500,40.500,1.427,NA,Ramp
22-07-13 23:53:01.00,40.499,40.500,40.500,1.709,NA,Ramp
22-07-13 23:53:02.00,40.499,40.500,40.500,1.540,NA,Ramp
22-07-13 23:53:03.00,40.500,40.500,40.500,1.584,NA,Ramp
22-07-13 23:53:04.00,40.501,40.500,40.500,1.575,NA,Ramp
22-07-13 23:53:05.00,40.500,40.500,40.500,1.604,NA,Ramp
22-07-13 23:53:06.00,40.501,40.500,40.500,1.523,NA,Ramp
22-07-13 23:53:07.00,40.500,40.500,40.500,1.655,NA,Ramp
22-07-13 23:53:08.00,40.501,40.500,40.500,1.474,NA,Ramp
22-07-13 23:53:09.00,40.500,40.500,40.500,1.511,NA,Ramp
22-07-13 23:53:10.00,40.499,40.500,40.500,1.636,NA,Ramp
22-07-13 23:53:11.00,40.501,40.500,40.500,1.427,NA,Ramp
22-07-13 23:53:12.00,40.501,40.499,40.000,1.488,NA,Ramp
22-07-13 23:53:13.00,40.500,40.498,40.000,1.483,NA,Ramp
22-07-13 23:53:14.00,40.498,40.497,40.000,1.605,NA,Ramp
22-07-13 23:53:15.00,40.498,40.496,40.000,1.588,NA,Ramp
22-07-13 23:53:16.00,40.498,40.495,40.000,1.591,NA,Ramp
22-07-13 23:53:17.00,40.497,40.494,40.000,1.529,NA,Ramp
22-07-13 23:53:18.00,40.498,40.494,40.000,1.463,NA,Ramp
22-07-13 23:53:19.00,40.494,40.493,40.000,1.635,NA,Ramp
22-07-13 23:53:20.00,40.493,40.492,40.000,1.645,NA,Ramp
22-07-13 23:53:21.00,40.493,40.491,40.000,1.483,NA,Ramp
22-07-13 23:53:22.00,40.494,40.490,40.000,1.407,NA,Ramp
22-07-13 23:53:23.00,40.492,40.489,40.000,1.545,NA,Ramp
22-07-13 23:53:24.00,40.489,40.489,40.000,1.542,NA,Ramp
22-07-13 23:53:25.00,40.489,40.488,40.000,1.538,NA,Ramp
22-07-13 23:53:26.00,40.490,40.487,40.000,1.382,NA,Ramp
22-07-13 23:53:27.00,40.488,40.486,40.000,1.580,NA,Ramp
22-07-13 23:53:28.00,40.486,40.485,40.000,1.612,NA,Ramp
22-07-13 23:53:29.00,40.487,40.484,40.000,1.518,NA,Ramp
22-07-13 23:53:30.00,40.486,40.484,40.000,1.542,NA,Ramp
22-07-13 23:53:31.00,40.484,40.483,40.000,1.454,NA,Ramp
22-07-13 23:53:32.00,40.484,40.482,40.000,1.634,NA,Ramp
22-07-13 23:53:33.00,40.484,40.481,40.000,1.541,NA,Ramp
22-07-13 23:53:34.00,40.480,40.480,40.000,1.583,NA,Ramp
22-07-13 23:53:35.00,40.480,40.479,40.000,1.556,NA,Ramp
22-07-13 23:53:36.00,40.480,40.479,40.000,1.525,NA,Ramp
22-07-13 23:53:37.00,40.481,40.478,40.000,1.486,NA,Ramp
22-07-13 23:53:38.00,40.479,40.477,40.000,1.558,NA,Ramp
22-07-13 23:53:39.00,40.478,40.476,40.000,1.398,NA,Ramp
22-07-13 23:53:40.00,40.478,40.475,40.000,1.486,NA,Ramp
22-07-13 23:53:41.00,40.476,40.474,40.000,1.574,NA,Ramp
22-07-13 23:53:42.00,40.476,40.474,40.000,1.540,NA,Ramp
22-07-13 23:53:43.00,40.475,40.473,40.000,1.469,NA,Ramp
22-07-13 23:53:44.00,40.474,40.472,40.000,1.497,NA,Ramp
22-07-13 23:53:45.00,40.473,40.471,40.000,1.435,NA,Ramp
22-07-13 23:53:46.00,40.472,40.470,40.000,1.479,NA,Ramp
22-07-13 23:53:47.00,40.469,40.469,40.000,1.690,NA,Ramp
22-07-13 23:53:48.00,40.467,40.469,40.000,1.573,NA,Ramp
22-07-13 23:53:49.00,40.468,40.468,40.000,1.561,NA,Ramp
22-07-13 23:53:50.00,40.467,40.467,40.000,1.605,NA,Ramp
22-07-13 23:53:51.00,40.467,40.466,40.000,1.528,NA,Ramp
22-07-13 23:53:52.00,40.465,40.465,40.000,1.650,NA,Ramp
22-07-13 23:53:53.00,40.466,40.464,40.000,1.553,NA,Ramp
22-07-13 23:53:54.00,40.466,40.464,40.000,1.488,NA,Ramp
22-07-13 23:53:55.00,40.466,40.463,40.000,1.507,NA,Ramp
22-07-13 23:53:56.00,40.464,40.462,40.000,1.586,NA,Ramp
22-07-13 23:53:57.00,40.461,40.461,40.000,1.579,NA,Ramp
22-07-13 23:53:58.00,40.462,40.460,40.000,1.440,NA,Ramp
22-07-13 23:53:59.00,40.463,40.459,40.000,1.437,NA,Ramp
22-07-13 23:54:00.00,40.461,40.459,40.000,1.470,NA,Ramp
22-07-13 23:54:01.00,40.460,40.458,40.000,1.409,NA,Ramp
22-07-13 23:54:02.00,40.458,40.457,40.000,1.465,NA,Ramp
22-07-13 23:54:03.00,40.458,40.456,40.000,1.440,NA,Ramp
22-07-13 23:54:04.00,40.457,40.455,40.000,1.489,NA,Ramp
22-07-13 23:54:05.00,40.457,40.455,40.000,1.390,NA,Ramp
22-07-13 23:54:06.00,40.452,40.454,40.000,1.605,NA,Ramp
22-07-13 23:54:07.00,40.454,40.454,40.000,1.564,NA,Ramp
22-07-13 23:54:08.00,40.454,40.453,40.000,1.519,NA,Ramp
22-07-13 23:54:09.00,40.454,40.452,40.000,1.496,NA,Ramp
22-07-13 23:54:10.00,40.451,40.451,40.000,1.646,NA,Ramp
22-07-13 23:54:11.00,40.451,40.450,40.000,1.445,NA,Ramp
22-07-13 23:54:12.00,40.448,40.450,40.000,1.624,NA,Ramp
22-07-13 23:54:13.00,40.448,40.449,40.000,1.511,NA,Ramp
22-07-13 23:54:14.00,40.447,40.448,40.000,1.611,NA,Ramp
22-07-13 23:54:15.00,40.445,40.447,40.000,1.681,NA,Ramp
22-07-13 23:54:16.00,40.445,40.446,40.000,1.649,NA,Ramp
22-07-13 23:54:17.00,40.445,40.445,40.000,1.429,NA,Ramp
22-07-13 23:54:18.00,40.443,40.445,40.000,1.530,NA,Ramp
22-07-13 23:54:19.00,40.444,40.444,40.000,1.435,NA,Ramp
22-07-13 23:54:20.00,40.443,40.443,40.000,1.513,NA,Ramp
22-07-13 23:54:21.00,40.444,40.442,40.000,1.303,NA,Ramp
22-07-13 23:54:22.00,40.441,40.441,40.000,1.526,NA,Ramp
22-07-13 23:54:23.00,40.441,40.440,40.000,1.546,NA,Ramp
22-07-13 23:54:24.00,40.439,40.440,40.000,1.578,NA,Ramp
22-07-13 23:54:25.00,40.439,40.439,40.000,1.535,NA,Ramp
22-07-13 23:54:26.00,40.438,40.438,40.000,1.450,NA,Ramp
22-07-13 23:54:27.00,40.439,40.437,40.000,1.510,NA,Ramp
22-07-13 23:54:28.00,40.435,40.436,40.000,1.514,NA,Ramp
22-07-13 23:54:29.00,40.435,40.435,40.000,1.578,NA,Ramp
22-07-13 23:54:30.00,40.436,40.435,40.000,1.465,NA,Ramp
22-07-13 23:54:31.00,40.434,40.434,40.000,1.545,NA,Ramp
22-07-13 23:54:32.00,40.432,40.433,40.000,1.506,NA,Ramp
22-07-13 23:54:33.00,40.431,40.432,40.000,1.610,NA,Ramp
22-07-13 23:54:34.00,40.432,40.431,40.000,1.469,NA,Ramp
22-07-13 23:54:35.00,40.429,40.430,40.000,1.559,NA,Ramp
22-07-13 23:54:36.00,40.430,40.430,40.000,1.471,NA,Ramp
22-07-13 23:54:37.00,40.430,40.429,40.000,1.490,NA,Ramp
22-07-13 23:54:38.00,40.429,40.428,40.000,1.558,NA,Ramp
22-07-13 23:54:39.00,40.427,40.427,40.000,1.574,NA,Ramp
22-07-13 23:54:40.00,40.425,40.426,40.000,1.610,NA,Ramp
22-07-13 23:54:41.00,40.425,40.425,40.000,1.469,NA,Ramp
22-07-13 23:54:42.00,40.423,40.425,40.000,1.584,NA,Ramp
22-07-13 23:54:43.00,40.423,40.424,40.000,1.600,NA,Ramp
22-07-13 23:54:44.00,40.423,40.423,40.000,1.495,NA,Ramp
22-07-13 23:54:45.00,40.423,40.422,40.000,1.414,NA,Ramp
22-07-13 23:54:46.00,40.423,40.421,40.000,1.281,NA,Ramp
22-07-13 23:54:47.00,40.420,40.420,40.000,1.456,NA,Ramp
22-07-13 23:54:48.00,40.421,40.420,40.000,1.536,NA,Ramp
22-07-13 23:54:49.00,40.418,40.419,40.000,1.551,NA,Ramp
22-07-13 23:54:50.00,40.417,40.418,40.000,1.583,NA,Ramp
22-07-13 23:54:51.00,40.418,40.417,40.000,1.562,NA,Ramp
22-07-13 23:54:52.00,40.418,40.416,40.000,1.428,NA,Ramp
22-07-13 23:54:53.00,40.417,40.415,40.000,1.533,NA,Ramp
22-07-13 23:54:54.00,40.416,40.415,40.000,1.522,NA,Ramp
22-07-13 23:54:55.00,40.415,40.414,40.000,1.457,NA,Ramp
22-07-13 23:54:56.00,40.414,40.413,40.000,1.485,NA,Ramp
22-07-13 23:54:57.00,40.414,40.412,40.000,1.504,NA,Ramp
22-07-13 23:54:58.00,40.415,40.411,40.000,1.479,NA,Ramp
22-07-13 23:54:59.00,40.411,40.410,40.000,1.489,NA,Ramp
22-07-13 23:55:00.00,40.412,40.410,40.000,1.476,NA,Ramp
22-07-13 23:55:01.00,40.411,40.409,40.000,1.422,NA,Ramp
22-07-13 23:55:02.00,40.407,40.408,40.000,1.599,NA,Ramp
22-07-13 23:55:03.00,40.407,40.407,40.000,1.536,NA,Ramp
22-07-13 23:55:04.00,40.407,40.406,40.000,1.492,NA,Ramp
22-07-13 23:55:05.00,40.405,40.405,40.000,1.552,NA,Ramp
22-07-13 23:55:06.00,40.404,40.405,40.000,1.500,NA,Ramp
22-07-13 23:55:07.00,40.404,40.404,40.000,1.606,NA,Ramp
22-07-13 23:55:08.00,40.401,40.403,40.000,1.630,NA,Ramp
22-07-13 23:55:09.00,40.403,40.402,40.000,1.513,NA,Ramp
22-07-13 23:55:10.00,40.401,40.401,40.000,1.497,NA,Ramp
22-07-13 23:55:11.00,40.400,40.400,40.000,1.569,NA,Ramp
22-07-13 23:55:12.00,40.401,40.400,40.000,1.548,NA,Ramp
22-07-13 23:55:13.00,40.400,40.399,40.000,1.431,NA,Ramp
22-07-13 23:55:14.00,40.398,40.398,40.000,1.497,NA,Ramp
22-07-13 23:55:15.00,40.399,40.397,40.000,1.414,NA,Ramp
22-07-13 23:55:16.00,40.399,40.396,40.000,1.405,NA,Ramp
22-07-13 23:55:17.00,40.397,40.395,40.000,1.576,NA,Ramp
22-07-13 23:55:18.00,40.395,40.395,40.000,1.539,NA,Ramp
22-07-13 23:55:19.00,40.396,40.394,40.000,1.470,NA,Ramp
22-07-13 23:55:20.00,40.393,40.393,40.000,1.548,NA,Ramp
22-07-13 23:55:21.00,40.393,40.392,40.000,1.567,NA,Ramp
22-07-13 23:55:22.00,40.391,40.391,40.000,1.611,NA,Ramp
22-07-13 23:55:23.00,40.391,40.390,40.000,1.530,NA,Ramp
22-07-13 23:55:24.00,40.391,40.390,40.000,1.498,NA,Ramp
22-07-13 23:55:25.00,40.389,40.389,40.000,1.515,NA,Ramp
22-07-13 23:55:26.00,40.388,40.388,40.000,1.676,NA,Ramp
22-07-13 23:55:27.00,40.388,40.387,40.000,1.526,NA,Ramp
22-07-13 23:55:28.00,40.386,40.386,40.000,1.590,NA,Ramp
22-07-13 23:55:29.00,40.386,40.385,40.000,1.557,NA,Ramp
22-07-13 23:55:30.00,40.386,40.385,40.000,1.388,NA,Ramp
22-07-13 23:55:31.00,40.385,40.384,40.000,1.510,NA,Ramp
22-07-13 23:55:32.00,40.383,40.383,40.000,1.534,NA,Ramp
22-07-13 23:55:33.00,40.383,40.382,40.000,1.630,NA,Ramp
22-07-13 23:55:34.00,40.383,40.381,40.000,1.493,NA,Ramp
22-07-13 23:55:35.00,40.383,40.380,40.000,1.467,NA,Ramp
22-07-13 23:55:36.00,40.382,40.380,40.000,1.419,NA,Ramp
22-07-13 23:55:37.00,40.381,40.379,40.000,1.467,NA,Ramp
22-07-13 23:55:38.00,40.378,40.378,40.000,1.541,NA,Ramp
22-07-13 23:55:39.00,40.377,40.377,40.000,1.481,NA,Ramp
22-07-13 23:55:40.00,40.377,40.376,40.000,1.458,NA,Ramp
22-07-13 23:55:41.00,40.379,40.376,40.000,1.357,NA,Ramp
22-07-13 23:55:42.00,40.375,40.375,40.000,1.504,NA,Ramp
22-07-13 23:55:43.00,40.373,40.374,40.000,1.539,NA,Ramp
22-07-13 23:55:44.00,40.374,40.373,40.000,1.402,NA,Ramp
22-07-13 23:55:45.00,40.372,40.372,40.000,1.458,NA,Ramp
22-07-13 23:55:46.00,40.372,40.371,40.000,1.450,NA,Ramp
22-07-13 23:55:47.00,40.370,40.371,40.000,1.416,NA,Ramp
22-07-13 23:55:48.00,40.369,40.370,40.000,1.392,NA,Ramp
22-07-13 23:55:49.00,40.369,40.370,40.000,1.619,NA,Ramp
22-07-13 23:55:50.00,40.369,40.369,40.000,1.514,NA,Ramp
22-07-13 23:55:51.00,40.368,40.368,40.000,1.485,NA,Ramp
22-07-13 23:55:52.00,40.369,40.367,40.000,1.445,NA,Ramp
22-07-13 23:55:53.00,40.367,40.366,40.000,1.507,NA,Ramp
22-07-13 23:55:54.00,40.364,40.366,40.000,1.619,NA,Ramp
22-07-13 23:55:55.00,40.363,40.365,40.000,1.574,NA,Ramp
22-07-13 23:55:56.00,40.364,40.364,40.000,1.562,NA,Ramp
22-07-13 23:55:57.00,40.364,40.363,40.000,1.453,NA,Ramp
22-07-13 23:55:58.00,40.360,40.362,40.000,1.632,NA,Ramp
22-07-13 23:55:59.00,40.361,40.361,40.000,1.466,NA,Ramp
22-07-13 23:56:00.00,40.361,40.361,40.000,1.531,NA,Ramp
22-07-13 23:56:01.00,40.360,40.360,40.000,1.462,NA,Ramp
22-07-13 23:56:02.00,40.356,40.359,40.000,1.609,NA,Ramp
22-07-13 23:56:03.00,40.359,40.358,40.000,1.502,NA,Ramp
22-07-13 23:56:04.00,40.357,40.357,40.000,1.487,NA,Ramp
22-07-13 23:56:05.00,40.357,40.356,40.000,1.459,NA,Ramp
22-07-13 23:56:06.00,40.355,40.356,40.000,1.587,NA,Ramp
22-07-13 23:56:07.00,40.354,40.355,40.000,1.494,NA,Ramp
22-07-13 23:56:08.00,40.353,40.354,40.000,1.628,NA,Ramp
22-07-13 23:56:09.00,40.352,40.353,40.000,1.608,NA,Ramp
22-07-13 23:56:10.00,40.352,40.352,40.000,1.599,NA,Ramp
22-07-13 23:56:11.00,40.353,40.351,40.000,1.498,NA,Ramp
22-07-13 23:56:12.00,40.352,40.351,40.000,1.470,NA,Ramp
22-07-13 23:56:13.00,40.349,40.350,40.000,1.514,NA,Ramp
22-07-13 23:56:14.00,40.349,40.349,40.000,1.547,NA,Ramp
22-07-13 23:56:15.00,40.349,40.348,40.000,1.460,NA,Ramp
22-07-13 23:56:16.00,40.349,40.347,40.000,1.470,NA,Ramp
22-07-13 23:56:17.00,40.348,40.346,40.000,1.498,NA,Ramp
22-07-13 23:56:18.00,40.346,40.346,40.000,1.505,NA,Ramp
22-07-13 23:56:19.00,40.348,40.345,40.000,1.311,NA,Ramp
22-07-13 23:56:20.00,40.345,40.344,40.000,1.548,NA,Ramp
22-07-13 23:56:21.00,40.344,40.343,40.000,1.405,NA,Ramp
22-07-13 23:56:22.00,40.344,40.342,40.000,1.511,NA,Ramp
22-07-13 23:56:23.00,40.342,40.341,40.000,1.520,NA,Ramp
22-07-13 23:56:24.00,40.341,40.341,40.000,1.419,NA,Ramp
22-07-13 23:56:25.00,40.339,40.340,40.000,1.562,NA,Ramp
22-07-13 23:56:26.00,40.338,40.339,40.000,1.440,NA,Ramp
22-07-13 23:56:27.00,40.338,40.338,40.000,1.625,NA,Ramp
22-07-13 23:56:28.00,40.337,40.337,40.000,1.560,NA,Ramp
22-07-13 23:56:29.00,40.336,40.336,40.000,1.483,NA,Ramp
22-07-13 23:56:30.00,40.337,40.336,40.000,1.443,NA,Ramp
22-07-13 23:56:31.00,40.334,40.335,40.000,1.589,NA,Ramp
22-07-13 23:56:32.00,40.334,40.334,40.000,1.456,NA,Ramp
22-07-13 23:56:33.00,40.333,40.333,40.000,1.504,NA,Ramp
22-07-13 23:56:34.00,40.330,40.332,40.000,1.603,NA,Ramp
22-07-13 23:56:35.00,40.331,40.331,40.000,1.599,NA,Ramp
22-07-13 23:56:36.00,40.331,40.331,40.000,1.482,NA,Ramp
22-07-13 23:56:37.00,40.331,40.330,40.000,1.518,NA,Ramp
22-07-13 23:56:38.00,40.328,40.329,40.000,1.513,NA,Ramp
22-07-13 23:56:39.00,40.327,40.328,40.000,1.513,NA,Ramp
22-07-13 23:56:40.00,40.327,40.327,40.000,1.529,NA,Ramp
22-07-13 23:56:41.00,40.326,40.326,40.000,1.500,NA,Ramp
22-07-13 23:56:42.00,40.327,40.326,40.000,1.496,NA,Ramp
22-07-13 23:56:43.00,40.324,40.325,40.000,1.610,NA,Ramp
22-07-13 23:56:44.00,40.325,40.324,40.000,1.473,NA,Ramp
22-07-13 23:56:45.00,40.322,40.323,40.000,1.453,NA,Ramp
22-07-13 23:56:46.00,40.321,40.322,40.000,1.575,NA,Ramp
22-07-13 23:56:47.00,40.321,40.321,40.000,1.587,NA,Ramp
22-07-13 23:56:48.00,40.318,40.321,40.000,1.651,NA,Ramp
22-07-13 23:56:49.00,40.320,40.320,40.000,1.477,NA,Ramp
22-07-13 23:56:50.00,40.320,40.319,40.000,1.541,NA,Ramp
22-07-13 23:56:51.00,40.317,40.318,40.000,1.489,NA,Ramp
22-07-13 23:56:52.00,40.319,40.317,40.000,1.493,NA,Ramp
22-07-13 23:56:53.00,40.318,40.316,40.000,1.445,NA,Ramp
22-07-13 23:56:54.00,40.315,40.316,40.000,1.482,NA,Ramp
22-07-13 23:56:55.00,40.316,40.315,40.000,1.543,NA,Ramp
22-07-13 23:56:56.00,40.315,40.314,40.000,1.570,NA,Ramp
22-07-13 23:56:57.00,40.314,40.313,40.000,1.546,NA,Ramp
22-07-13 23:56:58.00,40.312,40.312,40.000,1.556,NA,Ramp
22-07-13 23:56:59.00,40.312,40.311,40.000,1.463,NA,Ramp
22-07-13 23:57:00.00,40.314,40.311,40.000,1.291,NA,Ramp
22-07-13 23:57:01.00,40.311,40.310,40.000,1.518,NA,Ramp
22-07-13 23:57:02.00,40.309,40.309,40.000,1.454,NA,Ramp
22-07-13 23:57:03.00,40.308,40.308,40.000,1.540,NA,Ramp
22-07-13 23:57:04.00,40.307,40.307,40.000,1.431,NA,Ramp
22-07-13 23:57:05.00,40.307,40.306,40.000,1.451,NA,Ramp
